Frame Count,Week,Week Seconds,Heading,Pitch,Roll,East Velocity,North Velocity,Up Velocity,Latitude,Longitude,Altitude,X Angular Velocity,Y Angular Velocity,Z Angular Velocity,X Acceleration,Y Acceleration,Z Acceleration,Primary Satellite Count,Secondary Satellite Count,Navigation Status,GNSS Status,Fault Status,DVL Height,DVL Velocity
36518,0,3651.8000000565003,293.3093,-4.6715,-92.9487,0.0035,-0.0027,-0.008700000000000001,30.3354753,120.03389659999999,-0.020900000000000002,0.007045999999999999,0.003653,-0.0036249999999999998,9.74184,-0.7922899999999999,-0.499921,0,0,48,0,0,0.0,0.0
36519,0,3651.9000000565024,293.3093,-4.671600000000001,-92.9487,0.0035,-0.0027,-0.0088,30.3354753,120.03389659999999,-0.0218,0.0034999999999999996,0.003691,-0.003613,9.741765,-0.794281,-0.5036689999999999,0,0,48,0,0,0.0,0.0
0,36520,-3.785773840961559e-270,-105032.8916,123345.31000000001,-78518.6817,235.9281,-176.9472,-583.2705000000001,-74.63895049999999,-120.65131319999999,-1485.8357,229.441535,241.893376,-236.781568,-1564.803073,-431.292268,1435.369459,248,255,0,12288,0,0.0,0.0
